Sample Text;#number;Name;Date;Time;Code;Type;Project;O2 (mg/l);NO3 (mg/l);DOC (mg/l);TOC (mg/l);T (C);pH;eH (mV);EC (uS/cm);Alk (pulses/ 5 ml);Abs. Volume;Total abs. Volume;ICP_Li (ug/l);ICP_Be (ug/l);ICP_B (ug/l);ICP_Na (ug/l);ICP_Mg26 (ug/l);ICP_Al (ug/l);ICP_Si (ug/l);ICP_P (ug/l);ICP_S (ug/l);ICP_K (ug/l);ICP_Ca (ug/l);ICP_Ti (ug/l);ICP_V (ug/l);ICP_Cr (ug/l);ICP_Mn (ug/l);ICP_Fe56 (ug/l);ICP_Fe57 (ug/l);ICP_Co (ug/l);ICP_Ni (ug/l);ICP_Cu (ug/l);ICP_Zn (ug/l);ICP_As (ug/l);ICP_Se (ug/l);ICP_Sr (ug/l);ICP_Mo (ug/l);ICP_Ag (ug/l);ICP_Cd (ug/l);ICP_Sb (ug/l);ICP_Ba (ug/l);ICP_Pb (ug/l);IC_Na (mg/l);IC_NH4 (mg/l);IC_K (mg/l);IC_Mg (mg/l);IC_Ca (mg/l);IC_F (mg/l);IC_Ac (mg/l);IC_Cl (mg/l);IC_NO2 (mg/l);IC_Br (mg/l);IC_NO3 (mg/l);IC_PO4 (mg/l);IC_SO4 (mg/l);ICPOES_PO4 (mg/l);"Compound 1:  Atrazine
";"Compound 2:  Atrazine-d5
";"Compound 3:  Azoystrobin
";"Compound 4:  Bentazone
";"Compound 5:  Bentazone-d7
";"Compound 6:  Boscalid
";"Compound 7:  Chlordiazon
";"Compound 8:  Chlordiazon-Desphenyl
";"Compound 9:  Chlordiazon-Methyl-Desphenyl
";"Compound 10:  Cycloydim
";"Compound 11:  Fluopicolide
";"Compound 12:  Fluopyram
";"Compound 13:  Flutolanil
";"Compound 14:  Glyphosate
";"Compound 15:  Imidacloprid
";"Compound 16:  Imidacloprid-d4
";"Compound 17:  Metamitron
";"Compound 18:  Methoyfenozide
";"Compound 19:  Pencycuron
";"Compound 20:  Pendimethalin
";"Compound 21:  Prochloraz
";"Compound 22:  Pyraclostrobin
";"Compound 23:  Tebuconazole
";"Compound 24:  Trifloystrobin
";"Compound 25:  Trifloystrobin-d6
";"Compound 26:  Clarithromycin
";DA_N-NH4;DA-P-PO4;DA-Alk
24112020 PZ1;598;PZ1;24-11-2020;13:47;GW;Sample;BST4;0;;25.27;;12.2;6.94;;947.4;;;;15.99;0.03;275.95;114450.8;42375.66;1.91;17095.14;466.21;167377.9;67183.35;252733.3;4.3;0.08;0.4;584.6;4511.04;;-0.89;844.58;-35.94;-9.45;13.47;-0.82;944.15;12.41;-0.13;-0.02;0.46;199.56;-1.42;;;;;;0.271903427;#N/A;201.2943745;0;0.379517799;0;0;369.6752772;;;2.7732;0.0029;0.0444;2.1285;0.0738;0.0375;23.5301;1.2747;0.0252;;0.6541;0.4807;;0.0176;2.5711;0.0077;0.0201;;0.0061;0.0073;0.0098;0.0172;;1.6436;;0.9215;0.45;350.446
27102020 PZ2;599;PZ2;27-10-2020;11:12;GW;Sample;BST4;0;;23.38;;12.1;7.11;;1144;;;;17.37;0.02;259.94;115364.8;38821.9;0.84;14065.21;1023.52;141089.3;57234.34;242186.8;4.04;0.8;-0.54;850.32;4853.62;;-0.96;802.15;-41.36;-8.26;3.25;-0.77;935.31;10.83;-0.14;-0.02;0.37;347.99;-1.43;;;;;;0.319372647;#N/A;229.0302821;0;0.521404252;0;0;331.1808245;;;2.5471;0.0001;0.0349;1.952;0.1205;0.0414;24.8202;1.4029;0.028;0.004;0.8738;0.6882;;0.028;2.3434;0.0085;0.0225;0.0015;0.1535;0.0093;0.0031;0.0139;;1.2512;;0.1224;0.695;370.03
03112020 PZ2;600;PZ2;3-11-2020;11:46;GW;Sample;BST4;0;;23.42;;13.2;7.09;;1128;;;;16.19;0.02;259.06;116178.4;39386.95;3.44;13939.68;967.05;147593;59004.89;251688.9;4.46;0.93;-0.22;866.54;4695.45;;-1.02;826.49;-40.89;-6.72;2.76;-0.84;942.7;11.83;-0.13;0.03;0.26;363.26;0.05;;;;;;0.319372647;#N/A;223.5649362;0;0.473254294;0;0;342.0350109;;;2.5454;0.0013;0.0344;1.9431;0.152;0.0402;23.9846;1.4065;0.0161;0.0037;0.8602;0.8767;;0.0241;2.4827;0.0073;0.0194;0.0015;;0.0112;;0.0134;0.0012;1.5365;;0.1255;0.685;353.368
10112020 PZ2;601;PZ2;10-11-2020;13:18;GW;Sample;BST4;0;;23.72;;12.8;7.07;;1043;;;;16.11;0.01;261.3;113502.4;39010.16;1.63;13904.41;908.45;150106.1;59295.92;245899.8;4.23;1.21;0.18;859.56;4596.24;;-0.89;814.33;-41.11;-5.61;4.5;-0.79;943.81;12.43;-0.11;0.03;0.33;375.72;0.08;;;;;;0.307500296;#N/A;217.659728;0;0.42595881;0;0;349.7337862;;;2.5097;;0.0522;1.7945;0.1328;0.0371;23.9934;1.4346;0.024;;0.9313;0.6893;;0.0258;2.4725;0.0093;0.0236;0.0015;0.0334;0.0069;;0.0133;;1.5306;;0.1062;0.66;361.118
17112020 PZ2;602;PZ2;17-11-2020;10:14;GW;Sample;BST4;0;;23.63;;12.8;7.08;;1046;;;;16.57;0.02;263.81;115991.7;40068.86;1.58;13852.3;1002.19;153238.8;61027.41;251131.3;4.51;1.38;0.91;884.48;5212.78;;-1.02;832.37;-41.21;-6.01;2.71;-0.73;969.79;11.81;-0.12;0;0.36;377.83;-1.07;;;;;;0.307500296;#N/A;214.3237867;0;0.42595881;0;0;356.5656873;;;2.7269;;0.0381;2.0216;0.0949;0.031;24.3113;1.4597;0.0248;0.0056;0.9311;0.6343;;0.0249;2.5508;0.0122;0.0164;0.0016;0.0849;0.0069;0.0155;0.013;;1.6352;;0.1051;0.576;356.404
24112020 PZ2;603;PZ2;24-11-2020;14:22;GW;Sample;BST4;0;;23.52;;12.2;7.06;;948.6;;;;16.36;0.02;260.7;112720.1;39195.38;1.23;13054.71;733.68;159883;59540.21;249666.8;4.42;0.74;0.23;878.5;4033.72;;-1.06;836.79;-40.71;-7.28;2.18;-0.62;938.12;12.24;-0.11;0.02;0.25;367.53;-0.29;;;;;;0.295631308;#N/A;211.6639593;0;0.42595881;0;0;360.219391;;;2.7076;;0.0351;2.0874;0.1082;0.0337;25.7322;1.358;0.0276;;0.9184;0.523;;0.021;2.5498;0.0082;0.0193;0.0015;0.0509;0.0071;0.0064;0.0134;;1.5069;;0.1033;0.698;356.864
27102020 PZ3;604;PZ3;27-10-2020;11:31;GW;Sample;BST4;0;;23.16;;12.2;7.02;;1109;;;;18.78;0.01;290.37;115255;39825;-0.06;14202.38;179.5;153529.6;62640.61;239834.3;3.96;2.74;0.01;854.07;1053.71;;-1.02;841.07;-40.7;-10.4;4.22;-0.86;924.8;11.51;-0.13;0;0.4;191.3;-0.67;;;;;;0.165294487;#N/A;202.8386182;0;0.42595881;0.38129597;0;333.5475644;;;2.4108;0.0044;0.0357;1.7148;0.0055;0.0356;21.928;1.3371;0.0005;0.0062;0.3219;0.1474;;0.0093;2.2885;0.0115;0.0175;0.0017;0.5097;0.0091;0.0084;0.0195;;1.2545;;0.1632;0.137;355.811
03112020 PZ3;605;PZ3;3-11-2020;12:03;GW;Sample;BST4;0;;22.93;;13;7;;1091;;;;18.78;0.01;285.87;114439.8;40336.38;0.52;13898.99;180.66;147696.8;61440.84;235201.9;3.88;2.13;0.4;872.35;982.15;;-1.14;833.95;-40.5;-9.38;3.48;-0.84;936.84;11.94;-0.12;-0.02;0.37;187.95;-1.06;;;;;;0.165294487;#N/A;203.064053;0;0.379517799;0;0;334.778715;;;2.336;0.0059;0.0356;1.7661;0.0033;0.0274;23.9649;1.2395;0.0237;0.0094;0.3266;0.17;;0.0078;2.2486;0.0096;0.0178;0.0017;0.5269;0.0128;0.0283;0.0195;;1.006;;0.1496;0.235;353.765
10112020 PZ3;606;PZ3;10-11-2020;13:38;GW;Sample;BST4;0;;23.89;;12.7;6.98;;1013;;;;17.75;0.01;283.98;113307.7;39951.66;0.45;13799.48;237.69;147232.2;61437.86;234337.6;3.89;2.41;0.32;875.63;1390.86;;-1.11;829.18;-41.4;-9.95;3.92;-0.94;923.5;11.72;-0.14;0.02;0.38;189.15;-0.71;;;;;;0.165294487;#N/A;202.8724335;0;0.379517799;0;0;334.3630166;;;2.3614;0.0058;0.0498;1.8025;0.0024;0.0267;21.6346;1.3043;0.0123;0.0098;0.3028;0.1421;;0.0081;2.3679;0.0077;0.0152;0.0014;0.123;0.0097;0.0031;0.0187;;1.6275;;0.148;0.181;350.646
17112020 PZ3;607;PZ3;17-11-2020;10:30;GW;Sample;BST4;0;;23.55;;12.6;7;;1005;;;;17.58;0.01;284.35;113428.3;39681.55;1.22;14080.15;306.14;147691.2;60982.95;236252.7;3.96;2.11;0.68;872.69;1748.03;;-1.14;832.39;-41.5;-7.85;7.04;-0.89;910.98;12.06;-0.12;0.01;0.45;186.14;-1.07;;;;;;0.165294487;#N/A;202.6244546;0;0.379517799;0;0;334.4269712;;;2.6106;0.0035;0.049;1.8151;0.0024;0.0237;23.7403;1.2753;0.0174;;0.3054;0.1023;;0.0097;2.5227;0.0094;0.0159;0.0021;0.3541;0.0063;0.0055;0.0194;;1.4023;;0.1446;0.189;354.888
24112020 PZ3;608;PZ3;24-11-2020;14:39;GW;Sample;BST4;0;;23.87;;12;6.99;;926.8;;;;17.82;0.01;283.61;114235;39932.04;0.6;13882.84;291.78;147847.1;59943.29;233664.7;4.08;1.58;0.87;872.72;1392.89;;-1.2;841.28;-41.18;-11.21;6.59;-0.84;921.45;11.68;-0.13;-0.01;0.33;186.38;-0.67;;;;;;0.165294487;#N/A;202.5906393;0;0.379517799;0;0;334.6667977;;;2.6198;0.0034;0.0433;1.981;0.0049;0.0314;22.7381;1.3412;0.0175;0.0091;0.3041;0.1065;;0.0092;2.5119;0.0083;0.0188;0.0026;0.6054;0.0057;0.001;0.0182;;1.4095;;0.1438;0.264;362.485
27102020 PZ4;609;PZ4;27-10-2020;11:57;GW;Sample;BST4;0;;26.29;;12.4;7.01;;1115;;;;13.28;0.01;256.7;107344.6;39622.36;3.44;16156.74;245.05;148870.1;70565.3;237889.5;4.33;16.66;-0.04;518.22;43.68;;-0.77;843.27;-36.2;-6.48;3.93;-0.86;899.71;11.63;-0.12;0;1.8;54.65;-1;;;;;;0.366895695;#N/A;192.8738255;7.296530111;0.333931261;6.383162203;0.211766662;337.6242439;;;2.3813;;0.0285;1.6095;0.1503;0.0373;26.0337;1.518;0.0393;0.0014;0.9494;0.7841;0.3562;0.0266;2.2395;0.0086;0.0212;0.0016;2.911;0.0067;0.0027;0.0169;0.0075;0.4804;;-0.0027;0.237;359.813
03112020 PZ4;610;PZ4;3-11-2020;12:36;GW;Sample;BST4;0;;25.31;;13;7.02;;1092;;;;13.27;0.01;257.95;104911.1;39297.34;1.57;15425.51;175.88;149940.3;68952.98;241442.4;4.3;15.33;-0.22;524.62;53.36;;-0.7;837.06;-36.95;-9.25;4.28;-0.71;900.34;12.42;-0.14;-0.01;2.38;55.27;-1.01;;;;;;0.378784868;#N/A;193.640388;3.64052292;0.333931261;0.791584928;0.152678078;341.603598;;;2.2882;0.0017;0.0297;1.6453;0.17;0.0407;25.882;1.5105;0.0206;0.0025;0.9169;0.9398;;0.0237;2.1853;0.0273;0.0207;0.0023;1.1262;0.0065;;0.0155;0.0154;0.7957;;-0.0065;0.173;356.535
10112020 PZ4;611;PZ4;10-11-2020;14:05;GW;Sample;BST4;0;;25.99;;13.3;6.99;;1037;;;;12.74;0;261.6;105275.1;39407.89;1.96;15564.05;204.54;151861.4;69196.67;241499.8;4.43;14.84;0.14;548.09;57.14;;-0.8;839.06;-37.69;-9.27;3.94;-0.78;901.94;12.57;-0.12;-0.01;2.42;56.37;-1;;;;;;0.378784868;#N/A;194.5309448;0.923109911;0.333931261;0;0.152678078;346.4121305;;;2.329;0.0012;0.0402;1.6352;0.1248;0.0409;26.7882;1.4798;0.0249;0.0006;0.9129;0.8056;;0.029;2.0739;0.0278;0.0242;0.0021;1.5457;0.0066;0.0028;0.0164;0.0093;0.6601;;-0.0098;0.229;365.917
17112020 PZ4;612;PZ4;17-11-2020;10:58;GW;Sample;BST4;0;;25.89;;13.1;7;;1017;;;;12.98;0.01;263.26;108040.6;40900.05;1.57;15731.03;252.32;152771.4;71019.78;252645.1;4.3;13.46;0.5;603.07;79.18;;-0.76;833.78;-38.62;-8.5;5.02;-0.79;918.71;12.94;-0.12;0.01;2.57;57.86;-1.38;;;;;;0.378784868;#N/A;196.5487556;0;0.379517799;0;0.191964415;351.2984617;;;2.259;0.0001;0.0363;1.7724;0.1199;0.0412;29.351;1.4632;0.0105;0.0035;0.8378;0.5065;;0.0238;2.0225;0.0074;0.021;0.0015;;0.0046;0.0077;0.0159;;1.3768;;-0.0011;0.264;352.639
24112020 PZ4;613;PZ4;24-11-2020;14:58;GW;Sample;BST4;0;;25.95;;12.4;6.99;;953.5;;;;11.98;0.01;257.79;105967.7;39453.78;1.38;15234.96;296.18;158558.7;68907.59;237241.1;4.42;11.87;0.08;613.82;115.24;;-0.79;829.3;-39.48;-9.56;5.77;-0.85;895.71;13.3;-0.1;0;2.86;56.31;-0.68;;;;;;0.378784868;#N/A;196.8869317;0;0.379517799;0;0.231672914;355.3528452;;;2.2621;;0.0375;1.7008;0.1032;0.0278;20.6869;1.1211;0.0232;0.0009;0.8672;0.5971;0.1924;0.0248;2.1639;0.0106;0.022;0.0015;1.0045;0.006;0.0514;0.0165;0.0123;0.8079;;0.0243;0.308;360.662
27102020 PZ5;614;PZ5;27-10-2020;12:24;GW;Sample;BST4;0;;25.99;;12.3;7.07;;1135;;;;18.9;0.01;265.2;112491.9;41482.16;0.39;14871.76;584.94;165402.2;68338.17;249149.9;4.33;2.38;0.06;496.11;1320.79;;-0.88;848.56;-40.27;-7.1;9.54;-0.82;978.7;15.55;-0.12;0.01;0.78;291.49;-1.39;;;;;;0.366895695;#N/A;200.5955108;0;0.379517799;0.639681787;0.113826184;368.0812441;;;2.5085;0.0007;0.0403;1.7686;0.1697;0.0344;25.7751;1.2581;0.0203;0.0003;0.9835;0.7445;;0.0297;2.2941;0.0345;0.0204;;0.0653;0.007;0.0109;0.0137;0.007;0.9667;;0.0739;0.412;362.355
03112020 PZ5;615;PZ5;3-11-2020;13:00;GW;Sample;BST4;0;;26.14;;13;7.05;;1112;;;;19.05;0.01;262.45;115162.9;42566.37;1.34;14626.78;613.14;160206.3;67237.1;260767.7;4.26;1.66;0.05;570.62;1714.13;;-0.9;848.16;-40.9;-8.65;9.44;-0.98;1011.25;14.79;-0.13;-0.04;0.53;293.07;-0.69;;;;;;0.366895695;#N/A;201.0463912;0;0.379517799;0;0.056389796;370.0578119;;;2.5127;0.0001;0.0451;1.872;0.2062;0.0345;25.5913;1.3125;0.0352;0.0041;0.9991;1.0111;;0.027;2.348;0.0078;0.0269;0.0016;;0.0099;;0.0084;0.0081;0.8866;;0.1004;0.535;364.042
10112020 PZ5;616;PZ5;10-11-2020;14:48;GW;Sample;BST4;0;;26.14;;13.4;6.99;;1056;;;;19.19;0.01;258.74;109976.4;41005.68;0.17;14971.7;726.97;161060;66027.44;246537.8;4.14;1.14;-0.29;579.54;2079.42;;-0.92;835.35;-41.8;-9.58;10.04;-0.79;982.49;14.12;-0.12;0;0.51;304.9;-0.67;;;;;;0.366895695;#N/A;201.4070939;0;0.379517799;0;0.056389796;371.3328345;;;2.5654;0.0006;0.0449;1.8226;0.1705;0.0397;25.8588;1.2531;0.0226;0.0031;0.9996;0.8827;;0.0234;2.3243;0.008;0.0258;0.0015;;0.0079;0.0006;0.0084;;1.3411;;0.0836;0.556;365.917
17112020 PZ5;617;PZ5;17-11-2020;11:27;GW;Sample;BST4;0;;25.92;;13.1;7.04;;1012;;;;19.96;0.02;259.41;110720.7;41467.8;1.11;15009.02;835.97;159274.7;63977.63;245702.9;4.17;0.72;-0.32;624.37;2675.49;;-0.94;845.26;-41.25;-8.73;8.84;-0.98;974.33;14.03;-0.12;-0.02;0.46;302.79;-0.36;;;;;;0.378784868;#N/A;201.4859974;0;0.42595881;0;0;369.0536309;;;2.0843;0.0001;0.0408;1.5463;0.1402;0.0477;23.8119;1.1649;0.0344;0.0014;0.9393;0.5764;;0.0283;1.964;0.0096;0.0229;0.0015;0.6227;0.0059;0.0034;0.0085;0.0036;0.9973;;0.107;0.759;365.077
24112020 PZ5;618;PZ5;24-11-2020;15:38;GW;Sample;BST4;0;;25.75;;12.2;7.03;;961.5;;;;18.96;0.01;259.1;110318.6;41554.88;0.42;15412.23;861.85;160916.4;63552.93;249175.8;4.18;0.81;0.27;646.51;2939.17;;-0.85;836.05;-41.87;-9.99;8.09;-0.83;978.99;13.89;-0.12;0.04;0.39;311.58;-0.33;;;;;;0.378784868;#N/A;202.5455521;0;0.42595881;0;0;368.9101692;;;2.4861;;0.0389;1.8197;0.0552;0.0284;21.742;1.2669;0.0311;;0.8867;0.2526;;0.0214;2.4423;0.0271;0.0232;;0.1276;0.0046;0.0082;0.0083;0.0007;1.3708;;0.1028;0.797;363.847
27102020 PZ6;619;PZ6;27-10-2020;12:45;GW;Sample;BST4;0;;23.25;;12.3;6.93;;1046;;;;16.01;0.01;235.67;110584.4;36616.5;0.64;17880.29;701.27;132226.8;45092.36;231773.3;4.18;1.11;0.16;554.19;6736.11;;-1.09;840.66;-41.86;-10.96;5.1;-0.9;861.88;9.3;-0.11;0;0.4;187.17;-1.07;;;;;;0.224488034;#N/A;202.7259006;0;0.473254294;0;0;309.6337958;;;2.3056;0.0026;0.0371;1.6205;0.0524;0.0289;21.0391;0.8868;0.0194;;0.5276;0.4053;;0.0128;2.2441;0.0074;0.0195;;;0.0064;0.0304;0.0134;0.0059;1.0528;;0.3152;0.518;352.042
03112020 PZ6;620;PZ6;3-11-2020;13:20;GW;Sample;BST4;0;;23.51;;12.9;6.91;;1023;;;;16.16;0.01;233.25;113161.6;36745.4;0.87;18355.13;894.45;129358.8;43655.97;223948.4;4.33;1.01;-0.49;572.65;8356.06;;-1.05;833.11;-41.68;-9.93;5.7;-0.93;851.15;9.03;-0.12;-0.03;0.41;180.75;-1.43;;;;;;0.212642596;#N/A;202.7146288;0;0.473254294;0;0;302.4531366;;;2.5884;0.0039;0.0497;1.6707;0.0467;0.0229;20.3562;0.8116;;0.0003;0.476;0.4363;;0.0125;2.484;0.0074;0.0164;0.0019;;0.0089;0.0008;0.0084;0.001;1.528;;0.3341;0.536;334.198
10112020 PZ6;621;PZ6;10-11-2020;15:08;GW;Sample;BST4;0;;22.57;;13.1;6.87;;974;;;;16.33;0.01;235.43;115179.8;36888.29;0.94;18742.57;1014.32;135960;41849.77;233136.8;4.44;0.77;0.4;596.05;8095.12;;-1.11;850.51;-41.32;-10.17;6.05;-0.91;874.36;8.51;-0.14;0;0.37;184.22;-0.67;;;;;;0.212642596;#N/A;203.1654984;0;0.473254294;0;0;298.0912605;;;2.1295;;0.0317;1.5604;0.0406;0.018;19.0726;0.8518;0;;0.4465;0.3565;;0.0133;2.1383;0.0118;0.0224;0.0016;;0.0074;0.0022;0.014;;1.1231;;0.3427;0.652;342.322
17112020 PZ6;622;PZ6;17-11-2020;11:52;GW;Sample;BST4;0;;23.2;;13;6.91;;929;;;;16.3;0.01;228;113648.5;36524.34;3.16;18368.44;951.32;127007.8;41077.41;221888.3;4.28;0.56;-0.04;597.9;7594.42;;-1.23;832.73;-11.49;3.14;5.84;-0.93;858.45;8.14;-0.13;-0.02;0.25;174.06;-0.35;;;;;;0.212642596;#N/A;204.3152055;0;0.473254294;0;0;295.7171916;;;2.5846;0.0032;0.0489;1.5797;0.0425;0.0226;19.631;0.8514;0.0139;0.0003;0.4205;0.3099;;0.0087;2.345;0.0076;0.0172;0.0024;;0.0069;0.0006;0.0125;0.0011;1.408;;0.3781;0.806;350.446
24112020 PZ6;623;PZ6;24-11-2020;15:59;GW;Sample;BST4;0;;22.57;;11.7;6.9;;867.9;;;;15.3;0.01;222.7;109815;35219.71;0.53;18485.46;950.93;121103.2;38579.35;216537;4.31;0.33;-0.54;583.22;7214.67;;-1.2;824.27;-41.49;-11.53;5.73;-0.82;846.48;7.98;-0.13;-0.01;0.21;166.88;-1.09;;;;;;0.200800522;#N/A;204.6195372;0;0.473254294;0;0;291.3206627;;;2.1252;0.008;0.0519;1.4597;0.0394;0.0216;16.7516;0.8031;0.0194;0.0002;0.4135;0.2989;;0.0118;2.1868;0.0081;0.0141;0.0015;;0.0068;0.008;0.0139;;1.1956;;0.3833;0.828;337.081
27102020 TDW;624;TDW;27-10-2020;13:04;INF;Sample;BST4;3.49;;32.29;;12.4;6.98;;1096;;;;12.53;-0.01;237.55;102178.4;38158.69;0.88;18491.56;3942.32;139909.8;72815.19;234430.2;4.27;39.71;0.41;547.14;353.56;;-0.75;830.21;-36.02;-9.55;9.38;-0.76;915.73;13.37;-0.14;0;1.45;5.55;-1.42;;;;;;0.390677405;#N/A;183.234861;0;0.333931261;47.98505821;3.385030325;319.9641374;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0579;3.588;342.525
03112020 TDW;625;TDW;3-11-2020;13:35;INF;Sample;BST4;4.76;;30.44;;12;7.15;;1023;;;;12.31;-0.01;262.61;101998.1;34796.07;4.18;18974.9;4115.01;115307.7;70792.48;215515;3.63;38.08;-0.38;429.07;93.69;;-1;835.88;-35.47;-10.43;9.55;-0.81;809.04;15.12;-0.12;-0.02;1.36;4.43;-1.09;;;;;;0.438281195;#N/A;165.4986701;0;0.333931261;38.07628233;3.835321778;269.1198749;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0466;3.844;349.38
10112020 TDW;626;TDW;10-11-2020;15:18;INF;Sample;BST4;1.48;;27.8;;11.4;7.25;;863.8;;;;11.67;-0.01;247.41;96270.56;29678.32;1.74;18144.51;3900.87;83489.8;59073.14;188900.1;3.23;27.38;-0.41;295.97;90.05;;-1;836.49;-37.74;-11.43;11.5;-0.84;746.89;11.9;-0.13;0;1.21;4.07;-1.09;;;;;;0.414472571;#N/A;147.3303193;0;0.333931261;21.05859281;3.719380162;202.3097112;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0411;3.793;365.142
17112020 TDW;627;TDW;17-11-2020;12:20;INF;Sample;BST4;1.5;;29.44;;11.7;7.1;;870;;;;11.64;-0.01;229.55;91728.39;32071.35;4.95;18444.69;3946.79;94735.16;69916.33;193739.9;3.35;51.07;0.17;401.68;146.57;;-0.96;837.62;-5.69;3.9;9.16;-0.9;737.73;15.97;-0.12;-0.02;1.33;4.27;-0.69;;;;;;0.438281195;#N/A;151.413167;0.138981389;0.289199197;31.63310581;3.758035871;234.1581319;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0585;3.757;355.877
24112020 TDW;628;TDW;24-11-2020;16:11;INF;Sample;BST4;2.4;;28.71;;10;7.15;;828.6;;;;11.89;-0.01;235.33;95225.22;33016.04;0.86;18194.13;3811.77;94945.46;69371.65;203331;3.31;43.97;-0.44;321.53;110.78;;-0.93;824.7;-35.25;-10.83;7.67;-0.79;763.72;15.67;-0.15;-0.01;1.34;4.9;-0.75;;;;;;0.438281195;#N/A;154.2890928;0;0.333931261;26.62294342;3.514459906;235.0290253;;;2.4698;;0.0269;1.5974;0.0373;0.0254;20.8967;0.8936;0.0244;0.0001;0.6928;0.1145;1.4296;0.0132;2.4202;0.008;0.0272;;1.992;;;0.0106;;0.6566;;0.0309;3.651;367.206
25112020 PZ7;629;PZ7;25-11-2020;09:33;GW;Sample;BST4;0;;13.61;;9.9;6.72;;934.1;;;;20.93;0;261.18;175141.7;36490.58;1.01;27945.57;2772.76;-16131.66;9392.98;167408.3;4.29;-0.51;-0.44;1507.95;11716.98;;-1.39;821.53;-42.32;-9.5;2.01;-0.98;720.09;0.08;-0.11;-0.02;0;49.4;-1.44;;;;;;0.118000206;#N/A;393.3167191;0;1.543688647;0;0;-0.13447202;;;2.4271;;;1.5784;0.0003;;0.2368;;;;0.0017;0.0101;;0.0007;2.1752;0.0076;0.0012;0.0015;;0.0043;;0.0087;;1.1112;;1.497;1.27;378.846
25112020 PZ8;630;PZ8;25-11-2020;09:47;GW;Sample;BST4;0;;12.59;;9.9;6.81;;1217;;;;17.68;0;194.33;232316.9;40953.43;0.48;24526.54;1459.58;-14396.2;11543.7;305632.3;6.24;-0.26;0.06;1270.72;14334.47;;-1.34;822.84;-42.29;-10.83;2.51;-1.05;1037.33;0.14;-0.12;0.02;0.02;149.22;-0.36;;;;;;0.165294487;#N/A;700.4498195;0;2.579531203;0;0;2.943197394;;;2.4821;;0.0021;1.4851;;;0.2403;;;;0.0108;0.0129;;0.0006;2.0792;0.0089;;0.0017;;0.0044;0.0086;0.0082;;1.9833;;0.8633;0.675;367.72
25112020 PZ9;631;PZ9;25-11-2020;09:59;GW;Sample;BST4;0;;12.82;;10.3;6.81;;967.6;;;;19.04;0;190.92;176897;31943.85;1.17;26964.89;1530.63;-14572.59;6611.93;208856.1;4.61;-0.49;-0.56;1503.46;11253.74;;-1.32;830.42;-42.31;-12;1.16;-1.01;745.68;0.17;-0.13;-0.02;-0.01;91.49;-1.09;;;;;;0.12981873;#N/A;428.7163377;0;1.679134823;0;0;-0.13447202;;;2.5865;;;1.0509;0.0006;;0.5092;;;0;0.0017;0.0162;;0.0013;2.1179;0.0081;0.001;;;0.0043;0.0307;0.0083;;2.219;;0.9301;0.663;394.497
25112020 PZ10;632;PZ10;25-11-2020;10:19;GW;Sample;BST4;0;;9.07;;10.2;6.69;;1502;;;;24.55;0.02;170.98;167446;107403.6;0.19;23370.24;1352.71;-14229.08;17215.59;747923.8;11.93;-1.85;-0.46;3691230;29212.34;;-0.78;815.05;-41.19;-9.91;7.61;-0.94;2565162;0.07;-0.13;-0.02;0.04;314.84;-1.06;;;;;;0.236336835;#N/A;1576.979541;0;5.739726809;0;0;0.213864883;;;2.5692;0.0001;;0.831;0.0004;;0.2356;;0;;0.0017;;;0.0008;1.9428;0.0082;0.0012;0.0015;;0.0043;0.0011;0.0082;;2.9331;;1.1257;0.543;277.194
25112020 PZ11;633;PZ11;25-11-2020;10:32;GW;Sample;BST4;0;;11.95;;10.5;6.87;;945.6;;;;17.75;0.02;179.52;145239;37220.77;-0.05;25562.27;1252.03;-15116.73;8486.31;261441.1;5.26;-0.4;-0.55;1138.34;14253.86;;-1.4;809.99;-41.94;-11.74;3.01;-0.98;839.05;0.45;-0.12;-0.02;0;129.91;-1.08;;;;;;0.118000206;#N/A;502.8428124;0;1.949724526;0;0;-0.13447202;;;2.5092;;;1.1784;0.0005;;0.2199;;;0.0002;0.0029;0.0075;;;2.2214;0.0088;0.0012;;;0.0043;0.0051;0.0083;0.0002;2.1963;;0.8394;0.657;385.278
25112020 PZ12;634;PZ12;25-11-2020;10:50;GW;Sample;BST4;0;;7.7;;10.4;6.57;;2870;;;;31.83;0;344.02;483284.3;162244.8;-3.29;23093.24;998.93;-22185.07;29600.49;1551391;25.44;-4.57;-1.72;8119999;44292.96;;-2.33;2163.48;-103.48;-28.68;16.77;-2.44;5183.77;0.2;-0.29;0.04;0.04;614.83;-3.58;;;;;;0.212642596;#N/A;3305.683393;0;12.14551941;0;0;0.1335572;;;2.7659;;;0.6713;0.0019;;0.2245;;;;0.0037;;;0.0003;1.4344;0.0071;0.0011;;;0.0043;0.0026;;;7.2446;;1.289;0.865;247.897
